id,query,reference_answer,category,difficulty
q474,What is 'colchicine'?,"Colchicine is an anti-inflammatory medication used to *treat* an acute, painful gout attack. It can also be used in low doses to prevent attacks.",treatment,high
q475,What is 'tamsulosin' (Flomax)?,"Tamsulosin is an 'alpha-blocker' medication. It's used almost exclusively in men to treat the urinary symptoms of an enlarged prostate (BPH). It works by relaxing the muscles in the prostate and bladder neck, making it easier to urinate.",treatment,medium
q476,"What is 'finasteride' (Proscar, Propecia)?","Finasteride is a '5-alpha-reductase inhibitor.' As Proscar, it's used to treat an enlarged prostate (BPH) by *shrinking* the prostate. As Propecia (a much lower dose), it's used to treat male-pattern baldness. Pregnant women must not even handle the pills, as it can cause birth defects.",treatment,high
q477,What is 'sertraline' (Zoloft)?,"Sertraline is an 'SSRI' (Selective Serotonin Reuptake Inhibitor). It's a very common antidepressant used to treat depression, anxiety disorders, OCD, and PTSD.",treatment,medium
q478,What is 'fluoxetine' (Prozac)?,"Fluoxetine is an 'SSRI' antidepressant. It was one of the first SSRIs and is used to treat depression, panic disorder, and OCD. It has a very long half-life, meaning it stays in the body for a long time.",treatment,medium
q479,What is 'escitalopram' (Lexapro)?,"Escitalopram is an 'SSRI' antidepressant. It is a 'cleaner' version of an older drug (citalopram) and is widely prescribed for depression and generalized anxiety disorder, often being well-tolerated.",treatment,medium
q480,What is 'venlafaxine' (Effexor XR)?,"Venlafaxine is an 'SNRI' (Serotonin-Norepinephrine Reuptake Inhibitor). It's used to treat depression, anxiety, and panic disorder. It's known for having a very short half-life, which can cause difficult 'discontinuation syndrome' (withdrawal) if a dose is missed.",treatment,high
q481,What is 'duloxetine' (Cymbalta)?,"Duloxetine is an 'SNRI' antidepressant. It's approved to treat not only depression and anxiety but also chronic pain conditions, such as diabetic peripheral neuropathy, fibromyalgia, and chronic low back pain.",treatment,high
q482,"What is 'bupropion' (Wellbutrin, Zyban)?","Bupropion is an 'atypical antidepressant.' It works by affecting norepinephrine and dopamine (not serotonin). It's often used for depression (Wellbutrin) and is less likely to cause sexual side effects. As Zyban, it's also approved to help people quit smoking.",treatment,high
q483,What is 'mirtazapine' (Remeron)?,"Mirtazapine is an 'atypical antidepressant.' It's known for having two major side effects: significant sedation (it's very sleep-inducing) and increased appetite/weight gain. For this reason, it's often used in elderly or cancer patients who have depression, insomnia, and low appetite.",treatment,high
q484,What is 'trazodone' (Desyrel)?,"Trazodone is an 'atypical antidepressant' that is rarely used as a primary antidepressant anymore because the dose required is extremely sedating. It is now one of the most commonly prescribed medications for 'insomnia' (sleep) at a low, off-label dose.",treatment,medium
q485,What is 'lorazepam' (Ativan)?,"Lorazepam is a 'benzodiazepine' medication. It's used to treat anxiety, panic attacks, seizures (status epilepticus), and agitation. It works quickly but has a high potential for dependence and addiction.",treatment,high
q486,What is 'alprazolam' (Xanax)?,"Alprazolam is a 'benzodiazepine' medication. It's most commonly prescribed for panic disorder and anxiety. It is very fast-acting but also has a very high potential for abuse, dependence, and addiction.",treatment,high
q487,What is 'diazepam' (Valium)?,"Diazepam is a long-acting 'benzodiazepine.' It's used to treat anxiety, seizures, and muscle spasms. Because it lasts a long time, it's also used to manage the symptoms of acute alcohol withdrawal.",treatment,high
q488,What is 'clonazepam' (Klonopin)?,Clonazepam is a long-acting 'benzodiazepine.' It's used to treat seizure disorders (epilepsy) and panic disorder. It has a high potential for dependence.,treatment,high
q489,What is 'zolpidem' (Ambien)?,"Zolpidem is a 'Z-drug,' a non-benzodiazepine sedative-hypnotic. It is one of the most common medications prescribed for the short-term treatment of insomnia. It can cause unusual side effects like sleep-walking or sleep-driving.",treatment,medium
q490,"What is 'methylphenidate' (Ritalin, Concerta)?","Methylphenidate is a 'central nervous system stimulant.' It is a first-line medication used to treat ADHD in children and adults. It works by increasing levels of dopamine and norepinephrine in the brain, which improves focus and reduces impulsivity.",treatment,medium
q491,What is 'amphetamine/dextroamphetamine' (Adderall)?,"Adderall is a 'central nervous system stimulant,' a combination of amphetamine salts. It is a first-line medication for ADHD, working similarly to methylphenidate to improve focus. It has a high potential for abuse and diversion.",treatment,medium
q492,What is 'lisdexamfetamine' (Vyvanse)?,"Lisdexamfetamine is a 'stimulant' medication for ADHD. It is a 'prodrug' of dextroamphetamine, meaning it is inactive until it is metabolized by the body. This design gives it a smooth, long-lasting effect and is intended to reduce its potential for abuse.",treatment,high
q493,What is 'sumatriptan' (Imitrex)?,Sumatriptan is a 'triptan' medication. It is *not* a pain reliever. It is an 'abortive' medication used to stop a 'migraine' headache or cluster headache that is already in progress. It works by constricting blood vessels in the brain.,treatment,high
q494,What is 'risperidone' (Risperdal)?,"Risperidone is an 'atypical antipsychotic' medication. It's used to treat schizophrenia, bipolar disorder (mania), and irritability associated with autism. It works by balancing dopamine and serotonin.",treatment,high
q495,What is 'olanzapine' (Zyprexa)?,"Olanzapine is an 'atypical antipsychotic' medication used to treat schizophrenia and bipolar disorder. It is very effective but is also well-known for causing significant side effects, especially major weight gain and metabolic syndrome.",treatment,high
q496,What is 'quetiapine' (Seroquel)?,"Quetiapine is an 'atypical antipsychotic' medication. It's approved for schizophrenia, bipolar disorder, and as an add-on for depression. At lower doses, it is very sedating and is often used 'off-label' to treat insomnia.",treatment,high
q497,What is 'aripiprazole' (Abilify)?,"Aripiprazole is an 'atypical antipsychotic.' It's used for schizophrenia, bipolar disorder, and as an 'add-on' treatment for major depressive disorder (MDD) when other antidepressants aren't working well enough.",treatment,high
q498,What is 'gabapentin' (Neurontin)?,"Gabapentin is an 'anticonvulsant' (anti-seizure) medication. While it's used for epilepsy, it is *far* more commonly prescribed 'off-label' to treat 'neuropathic pain' (nerve pain), such as diabetic neuropathy, shingles pain, or sciatica.",treatment,medium
q499,What is 'pregabalin' (Lyrica)?,"Pregabalin is a 'controlled substance' medication, chemically related to gabapentin. It's an anticonvulsant that is FDA-approved to treat neuropathic pain, fibromyalgia, and restless legs syndrome.",treatment,high
q500,What is 'phenytoin' (Dilantin)?,"Phenytoin is one of the oldest and most effective 'anticonvulsant' medications, used to treat and prevent seizures (epilepsy). It requires very careful dosing and blood monitoring (therapeutic drug monitoring) because it has a 'narrow therapeutic index' and many drug interactions.",treatment,high
